model,triplet_id,domain,concept,layer,dist_asym,dist_lit,dist_sym,dist_scram
TinyLlama-1.1B,11,Social Space,Meiwaku (迷惑),19,0.50605583,0.03390664,0.27991247,0.5008011
TinyLlama-1.1B,11,Social Space,Meiwaku (迷惑),20,0.47084564,0.03659445,0.37238926,0.4583242
TinyLlama-1.1B,11,Social Space,Meiwaku (迷惑),21,0.63230383,0.037451923,0.50334084,0.6559055
TinyLlama-1.1B,11,Social Space,Meiwaku (迷惑),22,0.8120146,0.049705386,0.695809,0.84911454
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),0,0.8674145,0.2528056,0.68430626,0.8674145
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),1,0.2049619,0.02694714,0.08880186,0.20253658
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),2,0.19128603,0.032573164,0.10746348,0.18783963
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),3,0.012648821,0.0006546378,0.0020048022,0.011475086
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),4,0.021504343,0.0010557771,0.0033335686,0.019372404
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),5,0.036450505,0.0016862154,0.0057742596,0.03449291
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),6,0.05413097,0.0026907325,0.00922358,0.05499178
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),7,0.078410745,0.004105568,0.012357175,0.092656374
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),8,0.099300206,0.0060998797,0.01768452,0.1269396
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),9,0.11655015,0.007119298,0.019945323,0.15170026
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),10,0.14784056,0.0115507245,0.026954472,0.19966501
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),11,0.16690701,0.015590668,0.032223105,0.22790933
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),12,0.1886875,0.018166244,0.04093963,0.2843014
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),13,0.20710629,0.021153986,0.047335505,0.34323692
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),14,0.23481375,0.02470535,0.054938614,0.3815447
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),15,0.25102854,0.030837119,0.06354076,0.38295323
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),16,0.30791038,0.034894884,0.10142976,0.41646987
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),17,0.34116924,0.046069384,0.11714274,0.44588852
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),18,0.35853368,0.05880922,0.17766583,0.43517303
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),19,0.49124753,0.06204182,0.25902432,0.48281807
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),20,0.4788639,0.06301516,0.35111713,0.45948035
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),21,0.64402044,0.07226372,0.48632324,0.6433561
TinyLlama-1.1B,12,Social Space,Enryo (遠慮),22,0.87924045,0.08780736,0.66025394,0.8609299
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),0,0.8672857,0.15895063,0.589116,0.8672857
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),1,0.2081728,0.017451108,0.097292066,0.20550114
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),2,0.2164529,0.020432234,0.09111774,0.20379692
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),3,0.013483167,0.00050896406,0.0015287399,0.014256597
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),4,0.024755478,0.00088226795,0.0029313564,0.026096523
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),5,0.04159403,0.0015156269,0.0051612854,0.044582903
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),6,0.06391531,0.0022765398,0.007659793,0.068932
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),7,0.09531826,0.003168404,0.009886801,0.11800182
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),8,0.1233685,0.004576385,0.013622463,0.15879178
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),9,0.14918882,0.005851507,0.014656782,0.18931788
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),10,0.18253529,0.008211553,0.02012831,0.24337536
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),11,0.19912696,0.010744989,0.023240328,0.26933408
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),12,0.22810644,0.012739837,0.029990792,0.3293063
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),13,0.24832141,0.014163911,0.036867023,0.39511502
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),14,0.2649042,0.0165717,0.04330355,0.42597163
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),15,0.28230935,0.019649863,0.050355613,0.42602456
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),16,0.34531784,0.024272203,0.0925464,0.46494937
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),17,0.36272913,0.027116,0.11149776,0.4807316
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),18,0.39202535,0.030580282,0.17398661,0.4868008
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),19,0.52285516,0.03106606,0.25841254,0.54769987
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),20,0.5055464,0.032372534,0.35584766,0.5138144
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),21,0.6819434,0.032871544,0.5299908,0.71773434
TinyLlama-1.1B,13,Existential,Ganbaru (頑張る),22,0.91368866,0.043446183,0.7331711,0.9362777
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),0,0.8132666,0.15896153,0.59408855,0.8132666
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),1,0.18628448,0.014238775,0.08209467,0.19234794
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),2,0.17111552,0.014455497,0.09457314,0.18057477
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),3,0.009486914,0.0003221631,0.0028355718,0.009178698
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),4,0.017409682,0.0005581975,0.0050126314,0.01635611
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),5,0.029743493,0.0009236932,0.008904517,0.027449667
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),6,0.046319306,0.0013927221,0.013546169,0.047056198
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),7,0.07112676,0.001745224,0.019348204,0.08224654
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),8,0.09081113,0.002248466,0.02732116,0.11157733
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),9,0.109200954,0.002814114,0.030015469,0.13379478
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),10,0.13446587,0.0040386915,0.038532376,0.17034554
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),11,0.15467906,0.005470693,0.04375446,0.19303215
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),12,0.1848802,0.0063809156,0.05706632,0.23265904
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),13,0.19642383,0.007723987,0.0637849,0.2731014
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),14,0.22406238,0.009358704,0.072237074,0.31469327
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),15,0.24154872,0.010955155,0.07878351,0.32773095
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),16,0.29821455,0.012457252,0.12831539,0.3965373
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),17,0.3380496,0.015111685,0.15486127,0.43050832
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),18,0.36709654,0.017257929,0.23093474,0.45028996
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),19,0.504283,0.016967297,0.31314915,0.5099116
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),20,0.4794358,0.016712725,0.41293103,0.47391146
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),21,0.6640979,0.016887486,0.5601927,0.6715398
TinyLlama-1.1B,14,Existential,Ikigai (生きがい),22,0.86258703,0.020836353,0.71879774,0.86816084
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),0,0.8625572,0.22656643,0.6967557,0.8625572
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),1,0.21923429,0.022867024,0.10029364,0.2232461
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),2,0.1920467,0.024594188,0.11981827,0.19021559
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),3,0.012365639,0.0007163882,0.0031920075,0.011339664
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),4,0.02238357,0.0012462735,0.0054733753,0.019966781
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),5,0.036287606,0.0022135973,0.008904517,0.031573176
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),6,0.054597735,0.0034424663,0.014306366,0.05086565
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),7,0.08101356,0.004955232,0.019200325,0.08382928
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),8,0.099938154,0.0074971914,0.028313696,0.11175406
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),9,0.1173076,0.008642316,0.03190458,0.13402581
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),10,0.14747196,0.011762202,0.04211837,0.17799366
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),11,0.16444606,0.015539348,0.046820402,0.19669682
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),12,0.18641692,0.016590834,0.05559975,0.23675364
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),13,0.20251298,0.020060003,0.06343585,0.28146696
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),14,0.22741866,0.02308029,0.07159823,0.30998838
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),15,0.24561566,0.026993096,0.08080298,0.32039237
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),16,0.2949587,0.033174038,0.118818164,0.38404673
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),17,0.3236922,0.039145052,0.14223951,0.4062444
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),18,0.3522064,0.048934698,0.22455263,0.4329241
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),19,0.4763171,0.054125905,0.29510742,0.49992245
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),20,0.45085514,0.06027019,0.39467692,0.45488548
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),21,0.6270173,0.06258309,0.5473863,0.65067756
TinyLlama-1.1B,15,Existential,Mono no Aware (物の哀れ),22,0.7660737,0.07453352,0.735266,0.81196386
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),0,0.8087721,0.190148,0.56236655,0.8087721
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),1,0.17178047,0.013598323,0.065742195,0.17119241
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),2,0.1744107,0.014460087,0.09082061,0.18538302
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),3,0.022313058,0.0005533099,0.002686739,0.021362364
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),4,0.042240143,0.000982821,0.0046488643,0.040079653
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),5,0.070938885,0.0016080141,0.009460688,0.06543565
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),6,0.10578483,0.0026151538,0.013045192,0.10574639
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),7,0.15125829,0.0037070513,0.018053055,0.17045832
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),8,0.17940658,0.005386293,0.026548028,0.2164734
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),9,0.20611405,0.006163597,0.028307378,0.24742001
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),10,0.2409333,0.008057475,0.036002815,0.30497903
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),11,0.25333148,0.01020205,0.040703356,0.33416945
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),12,0.27266908,0.012124777,0.050653636,0.37896997
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),13,0.2867999,0.014036179,0.061729014,0.44065648
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),14,0.29885972,0.015468955,0.07159269,0.45531112
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),15,0.29868698,0.016871154,0.078190684,0.43580383
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),16,0.35297102,0.019623935,0.13135892,0.48093754
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),17,0.37208354,0.020623326,0.15097845,0.48279637
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),18,0.37750947,0.024568498,0.22596186,0.4756558
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),19,0.48210394,0.024067223,0.32242513,0.5320169
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),20,0.46425456,0.023966193,0.40470266,0.4997897
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),21,0.65116394,0.02680099,0.5561354,0.6930162
TinyLlama-1.1B,16,Existential,Wabi-Sabi (侘寂),22,0.8962851,0.028826475,0.67460537,0.89533436
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),0,0.83887964,0.15185434,0.64763665,0.83887964
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),1,0.21666181,0.015100181,0.08425981,0.21854728
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),2,0.20902288,0.016694129,0.10936576,0.20800221
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),3,0.013846993,0.0010863543,0.0018253922,0.01344502
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),4,0.026497543,0.0015152097,0.0032342672,0.026243865
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),5,0.04319197,0.0022780895,0.0056158304,0.041742623
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),6,0.06504792,0.0032695532,0.008257151,0.067052126
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),7,0.09669632,0.004791975,0.011043847,0.11972451
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),8,0.12376517,0.007647276,0.015887797,0.1593672
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),9,0.13949805,0.0093387365,0.018033385,0.18982911
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),10,0.16804767,0.013175309,0.024280608,0.24137062
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),11,0.18658471,0.016467333,0.027737856,0.270895
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),12,0.21614039,0.018342793,0.034933686,0.3181032
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),13,0.243415,0.022207022,0.042200327,0.36539924
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),14,0.26643854,0.02577138,0.049621582,0.40452582
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),15,0.28819215,0.032687664,0.05816728,0.42793316
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),16,0.3503173,0.037621617,0.09583235,0.4783141
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),17,0.37445396,0.043148935,0.11677259,0.49772638
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),18,0.39387536,0.04908812,0.18048841,0.49854457
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),19,0.4930067,0.05074221,0.25258362,0.5518284
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),20,0.46524417,0.053726315,0.34261483,0.50074285
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),21,0.62667173,0.051954985,0.48654038,0.69444704
TinyLlama-1.1B,17,Existential,Shoganai (しょうがない),22,0.82062376,0.05886984,0.6639333,0.87463766
TinyLlama-1.1B,18,Existential,Gaman (我慢),0,0.8874134,0.111046255,0.6123783,0.8874134
TinyLlama-1.1B,18,Existential,Gaman (我慢),1,0.20832217,0.013666689,0.08969247,0.21305287
TinyLlama-1.1B,18,Existential,Gaman (我慢),2,0.21213901,0.0131979585,0.09324038,0.21034062
TinyLlama-1.1B,18,Existential,Gaman (我慢),3,0.025749683,0.000597775,0.0015730858,0.023378432
TinyLlama-1.1B,18,Existential,Gaman (我慢),4,0.04613346,0.0011082292,0.0026444793,0.04125011
TinyLlama-1.1B,18,Existential,Gaman (我慢),5,0.07307303,0.0017597675,0.004784167,0.068282425
TinyLlama-1.1B,18,Existential,Gaman (我慢),6,0.11200249,0.0025078058,0.006691873,0.11184257
TinyLlama-1.1B,18,Existential,Gaman (我慢),7,0.16009378,0.0034344792,0.009510994,0.1851142
TinyLlama-1.1B,18,Existential,Gaman (我慢),8,0.19150478,0.0050352216,0.014305353,0.23882085
TinyLlama-1.1B,18,Existential,Gaman (我慢),9,0.22181797,0.0061359406,0.016074657,0.2661643
TinyLlama-1.1B,18,Existential,Gaman (我慢),10,0.25901687,0.0098667145,0.020929456,0.32227147
TinyLlama-1.1B,18,Existential,Gaman (我慢),11,0.27714503,0.012926936,0.0226022,0.35660678
TinyLlama-1.1B,18,Existential,Gaman (我慢),12,0.30381137,0.015175939,0.028587103,0.41631132
TinyLlama-1.1B,18,Existential,Gaman (我慢),13,0.3253392,0.0163548,0.036091626,0.4733867
TinyLlama-1.1B,18,Existential,Gaman (我慢),14,0.33963287,0.020513773,0.042179823,0.4954962
TinyLlama-1.1B,18,Existential,Gaman (我慢),15,0.34979838,0.024701178,0.04892403,0.491233
TinyLlama-1.1B,18,Existential,Gaman (我慢),16,0.40848875,0.02730447,0.09291613,0.5312599
TinyLlama-1.1B,18,Existential,Gaman (我慢),17,0.43102324,0.033537805,0.11448175,0.530571
TinyLlama-1.1B,18,Existential,Gaman (我慢),18,0.4384591,0.040962815,0.18078744,0.5201199
TinyLlama-1.1B,18,Existential,Gaman (我慢),19,0.5521397,0.04474002,0.26739508,0.56664115
TinyLlama-1.1B,18,Existential,Gaman (我慢),20,0.5204892,0.05503398,0.35872567,0.5230494
TinyLlama-1.1B,18,Existential,Gaman (我慢),21,0.6814451,0.057608187,0.51366085,0.7001715
TinyLlama-1.1B,18,Existential,Gaman (我慢),22,0.9132835,0.064988256,0.68576264,0.9239369
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),0,0.8418658,0.24047905,0.5758542,0.8418658
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),1,0.20824641,0.0234254,0.082973,0.21140707
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),2,0.18911439,0.024157941,0.08437544,0.18395972
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),3,0.017899573,0.0010546446,0.0018689036,0.017204225
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),4,0.031353533,0.0021362305,0.0034327507,0.030185938
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),5,0.050102293,0.003434956,0.0060866475,0.04945177
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),6,0.07531744,0.005352199,0.009153426,0.07813114
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),7,0.11025345,0.007460654,0.013220489,0.13362134
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),8,0.14139825,0.010937929,0.021955252,0.18575442
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),9,0.16730583,0.013462901,0.024203181,0.2124955
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),10,0.200755,0.019052863,0.031844378,0.27448565
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),11,0.21692902,0.024590135,0.03617382,0.30071437
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),12,0.25128448,0.028817832,0.046203136,0.3636431
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),13,0.2687384,0.035421193,0.055029035,0.4169708
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),14,0.28787446,0.043240666,0.067956686,0.44219828
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),15,0.29810965,0.051600933,0.076716006,0.4439516
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),16,0.3648497,0.05945623,0.12108058,0.47994405
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),17,0.39847404,0.06646341,0.16109127,0.5094961
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),18,0.4288625,0.08089304,0.22209823,0.52165794
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),19,0.560833,0.08329892,0.28479046,0.57559955
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),20,0.53301555,0.08589733,0.3650149,0.5233338
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),21,0.6998975,0.08535051,0.49484223,0.71242934
TinyLlama-1.1B,19,Existential,Kodawari (こだわり),22,0.90016574,0.09805578,0.6771444,0.90228087
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),0,0.86760986,0.1824218,0.6317438,0.86760986
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),1,0.21727318,0.020251036,0.10135013,0.21475613
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),2,0.19139683,0.019904196,0.09991723,0.18673426
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),3,0.013714075,0.00074368715,0.0019758344,0.013530016
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),4,0.023949504,0.0011911988,0.0035250187,0.023475766
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),5,0.039026737,0.0019522309,0.0059388876,0.038521826
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),6,0.057884514,0.0029328465,0.008945167,0.059444666
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),7,0.086750746,0.003967941,0.011897504,0.098480105
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),8,0.11293292,0.0062749386,0.017517805,0.13609725
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),9,0.13321334,0.007996976,0.019778788,0.16136277
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),10,0.1618802,0.011732161,0.025111616,0.20727897
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),11,0.18034124,0.013983488,0.029617906,0.22828698
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),12,0.20554465,0.015457988,0.03755808,0.26986098
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),13,0.22114748,0.017900586,0.04552883,0.3216526
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),14,0.24600643,0.022091568,0.05452478,0.36691463
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),15,0.26563072,0.027436256,0.06151527,0.3784691
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),16,0.33047563,0.03120923,0.10138577,0.43499
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),17,0.3528093,0.03555119,0.12224847,0.4676597
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),18,0.36256117,0.0398432,0.18222207,0.46203673
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),19,0.513196,0.04246068,0.26474386,0.521795
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),20,0.48430538,0.043489695,0.34957582,0.49061185
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),21,0.6599506,0.045796216,0.50339574,0.6941618
TinyLlama-1.1B,20,Existential,Omotenashi (おもてなし),22,0.85617083,0.054670036,0.7052237,0.8873136
Qwen-1.8B,1,Relational,Giri (義理),0,0.86303127,0.26883775,0.57700646,0.86303127
Qwen-1.8B,1,Relational,Giri (義理),1,0.30542254,0.060298085,0.17504531,0.33852518
Qwen-1.8B,1,Relational,Giri (義理),2,0.14488614,0.02424395,0.057522535,0.17210585
Qwen-1.8B,1,Relational,Giri (義理),3,0.15820765,0.021355808,0.0346573,0.17126584
Qwen-1.8B,1,Relational,Giri (義理),4,0.11304939,0.018386245,0.032194793,0.12248403
Qwen-1.8B,1,Relational,Giri (義理),5,0.10453695,0.020588696,0.040480554,0.115258574
Qwen-1.8B,1,Relational,Giri (義理),6,0.102313936,0.034881055,0.05761701,0.12814754
Qwen-1.8B,1,Relational,Giri (義理),7,0.009650469,0.0009955168,0.0025163293,0.010867834
Qwen-1.8B,1,Relational,Giri (義理),8,0.011680841,0.0011416674,0.002731979,0.013705671
Qwen-1.8B,1,Relational,Giri (義理),9,0.014062703,0.0014349818,0.0037753582,0.017261088
Qwen-1.8B,1,Relational,Giri (義理),10,0.018065393,0.0018563867,0.0046423674,0.024533033
Qwen-1.8B,1,Relational,Giri (義理),11,0.02401787,0.0025256276,0.0054215193,0.03156042
Qwen-1.8B,1,Relational,Giri (義理),12,0.02843088,0.003119409,0.006429434,0.038875163
Qwen-1.8B,1,Relational,Giri (義理),13,0.035262525,0.0042159557,0.009188294,0.047245383
Qwen-1.8B,1,Relational,Giri (義理),14,0.048032463,0.005263269,0.012480795,0.06648588
Qwen-1.8B,1,Relational,Giri (義理),15,0.063311815,0.0071733594,0.017042577,0.0879184
Qwen-1.8B,1,Relational,Giri (義理),16,0.11000627,0.011212885,0.027162552,0.14308614
Qwen-1.8B,1,Relational,Giri (義理),17,0.13892835,0.01592362,0.035417974,0.1836335
Qwen-1.8B,1,Relational,Giri (義理),18,0.20412827,0.021555722,0.06105101,0.25300455
Qwen-1.8B,1,Relational,Giri (義理),19,0.28707176,0.028580427,0.09053165,0.3128928
Qwen-1.8B,1,Relational,Giri (義理),20,0.31025195,0.038964212,0.16427124,0.31528622
Qwen-1.8B,1,Relational,Giri (義理),21,0.4058863,0.04380405,0.19560272,0.39473915
Qwen-1.8B,1,Relational,Giri (義理),22,0.5224012,0.060855806,0.29385984,0.4920876
Qwen-1.8B,1,Relational,Giri (義理),23,0.6742531,0.065802574,0.36137593,0.68496364
Qwen-1.8B,1,Relational,Giri (義理),24,1.03355,0.12297785,0.60268533,1.1680883
Qwen-1.8B,2,Relational,Ninjo (人情),0,0.8168466,0.10450566,0.6692976,0.8168466
Qwen-1.8B,2,Relational,Ninjo (人情),1,0.41398406,0.055487394,0.23628396,0.39815933
Qwen-1.8B,2,Relational,Ninjo (人情),2,0.15751255,0.009866178,0.07557106,0.1674214
Qwen-1.8B,2,Relational,Ninjo (人情),3,0.1529082,0.0073334575,0.07013303,0.15959132
Qwen-1.8B,2,Relational,Ninjo (人情),4,0.1017499,0.0071683526,0.070337236,0.112365484
Qwen-1.8B,2,Relational,Ninjo (人情),5,0.10016924,0.009470224,0.0859589,0.10932833
Qwen-1.8B,2,Relational,Ninjo (人情),6,0.115269125,0.016451776,0.10325289,0.13801765
Qwen-1.8B,2,Relational,Ninjo (人情),7,0.01139611,0.00014895201,0.00550735,0.013466954
Qwen-1.8B,2,Relational,Ninjo (人情),8,0.012863815,0.00019425154,0.0054147243,0.015309513
Qwen-1.8B,2,Relational,Ninjo (人情),9,0.016590595,0.00024574995,0.006524265,0.019340158
Qwen-1.8B,2,Relational,Ninjo (人情),10,0.021401942,0.0003142953,0.007355988,0.026748538
Qwen-1.8B,2,Relational,Ninjo (人情),11,0.025195777,0.00039750338,0.008688688,0.030751646
Qwen-1.8B,2,Relational,Ninjo (人情),12,0.032991886,0.00045883656,0.010907233,0.03985071
Qwen-1.8B,2,Relational,Ninjo (人情),13,0.040150702,0.00059217215,0.014670491,0.05072558
Qwen-1.8B,2,Relational,Ninjo (人情),14,0.055354536,0.0007465482,0.018709898,0.070354044
Qwen-1.8B,2,Relational,Ninjo (人情),15,0.075523555,0.0011063218,0.026091456,0.10036385
